timestamp,Ta,RH,ws,wd,Rin,prec_mm,ET_filled,LE.filled,soil_temp10cm,veg_fraction,impervious_fraction
2019-01-01T00:00:00Z,8.226861994450978,91.8350193572365,4.746429551402787,265.57350755360505,0,0,0.03761083968983979,25.929351097560975,6.30217,0.6973838091159005,0.3296435650138231
2019-01-01T01:00:00Z,8.411333896622578,89.68750000000004,5.4938869243397015,258.33333333333326,0,0,0.028406274530779405,19.582404913536077,6.35,0.6970298720080358,0.3316902411610509
2019-01-01T02:00:00Z,8.063951142721931,89.8125,5.212203284315111,270.08604480372605,0,0,0.02924672109328406,20.16717010638298,6.39833,0.6957329433676145,0.3324796211495654
2019-01-01T03:00:00Z,7.660342284779803,90.62499999999997,5.216440464759358,259.94624899718264,0,0,0.0295652069701478,20.399050000000003,6.425165,0.6974593886785428,0.32053869367183985
2019-01-01T04:00:00Z,7.563090047497537,88.9375,5.379963216971571,259.9828883045701,0,0.10070912812630131,0.02454528287094453,16.93314743670886,6.438165,0.6953390834177141,0.32674951498985183
2019-01-01T05:00:00Z,7.436665369884316,86.56249999999997,5.987057983184788,260,0,0,0.041468705416467924,28.613149999999997,6.4526699999999995,0.695162594085804,0.3321620810749506
2019-01-01T06:00:00Z,7.248419160688537,85.87499999999996,5.973555808627258,263.4502503274089,0,0,0.022751971705270994,15.700804607339231,6.4645,0.6960732127874235,0.33258769606443717
2019-01-01T07:00:00Z,7.050564347274037,87.06249999999997,6.350430378081748,258.3333333333334,0,0,0.04225097880459182,29.164949999999997,6.466329999999999,0.695371989813984,0.32452471402204847
2019-01-01T08:00:00Z,6.958876075305657,90.37500000000001,6.724528303831379,260.10754056681475,0.19456058648256996,0,0.024363197433181074,16.818895972626674,6.466835,0.6948175912471111,0.32930900502835864
2019-01-01T09:00:00Z,6.731605038156415,93.63000041744029,6.604148656194803,257.5,23.90880383283953,0.10434194318065396,0.038039876963186885,26.266054772727273,6.467165,0.7037508356900227,0.33681619059183054
2019-01-01T10:00:00Z,6.976306244497742,93.08219930983887,7.313508624262053,259.16666666666663,57.09434388879009,0.29380707201026096,0.04835448702367091,33.377868358395986,6.48133,0.6967313208940218,0.35327084836162015
2019-01-01T11:00:00Z,7.490723043731813,88.2285317005682,7.7701122961236795,286.31578011292646,79.67567718034456,0.31326833878554194,0.05092568133909052,35.14954102564103,6.516500000000001,0.6951619970852041,0.3541930444639114
2019-01-01T12:00:00Z,6.998217278095751,78.23544977659223,8.225181838017003,299.66612780554567,91.52886958460668,0.32009543555932,0.08845930411692396,61.05368157894736,6.54333,0.6966609672749089,0.3475790751700261
2019-01-01T13:00:00Z,7.414893030408742,68.6940031089542,7.145080464237069,289.5690328226209,116.5168961399034,0,0.13311813296189814,91.84455,6.546835,0.7056414482659118,0.34179105888934513
2019-01-01T14:00:00Z,7.020132782815529,71.49177633508015,6.780291810771726,289.6628498570698,124.26574351366054,0,0.03675032622589732,25.37760360202492,6.5365,0.7033097477115067,0.3376555292845597
2019-01-01T15:00:00Z,5.890497931292055,79.7122781259959,7.015765893296019,289.6666877904512,37.207565716930624,0.5901480020095128,0.023069521460931663,15.94554230432243,6.49817,0.7059985886528296,0.3405437781489616
2019-01-01T16:00:00Z,5.492683736991415,81.01682845924128,7.797282076840877,284.3744334605552,4.070293948150139,0.07975565752127925,0.13079862602730216,90.41829999999999,6.421,0.6991790728761257,0.34668342236771954
2019-01-01T17:00:00Z,5.020166420120091,76.35596861090762,7.112105127075578,290.0982192695501,0,0.07135481501788676,0.05334574946291521,36.8941,6.304835,0.698095996701647,0.34807839850806177
2019-01-01T18:00:00Z,4.712437151757722,75.72270930050334,6.724273376758537,289.6262348262452,0,0,0.03563250762919472,24.64830820754717,6.214,0.7023531213852982,0.3422311985495814
